Chr	start	stop	V4	V5	V6	M24C1_LSD1	M24C2_LSD1	M24D1_LSD1	M24D2_LSD1	M24G1_LSD1	M24G2_LSD1	M24Q1_LSD1	M24Q2_LSD1
chr8	23220238	23220413	LSD1_peak_17622	0	.	16	18	25	8	9	25	22	24
chr8	23224579	23225415	LSD1_peak_17623	0	.	88	93	118	116	133	151	123	123
chr8	23226333	23226967	LSD1_peak_17624	0	.	32	51	62	74	66	72	71	73
chr8	23230836	23231414	LSD1_peak_17625	0	.	53	81	91	98	128	87	118	75
chr8	23241351	23241655	LSD1_peak_17626	0	.	33	31	37	18	32	29	48	37
chr8	23410185	23411467	LSD1_peak_17627	0	.	96	113	234	241	211	243	215	160
chr8	23425603	23426055	LSD1_peak_17628	0	.	30	25	52	53	86	91	58	42
chr8	23457142	23457929	LSD1_peak_17629	0	.	82	123	126	104	87	113	114	134
chr8	23498275	23498448	LSD1_peak_17630	0	.	21	21	13	19	18	19	17	12
chr8	23528702	23529599	LSD1_peak_17631	0	.	81	109	118	114	112	138	148	128
chr8	23538744	23539560	LSD1_peak_17632	0	.	97	99	131	160	162	174	175	118
chr8	23540213	23541690	LSD1_peak_17633	0	.	184	174	223	244	202	235	259	239
chr8	23558896	23560131	LSD1_peak_17634	0	.	288	310	324	344	337	384	362	377
chr8	23745224	23745396	LSD1_peak_17635	0	.	22	26	47	48	38	47	16	30
chr8	23761316	23762418	LSD1_peak_17636	0	.	101	119	153	146	172	206	177	143
chr8	24032623	24034158	LSD1_peak_17637	0	.	182	202	273	268	227	305	309	304
chr8	24271755	24272378	LSD1_peak_17638	0	.	83	79	86	89	96	140	68	91
chr8	24293813	24294376	LSD1_peak_17639	0	.	83	85	98	112	112	112	109	120
chr8	24330120	24330854	LSD1_peak_17640	0	.	68	65	98	59	94	85	108	118
chr8	24349025	24350463	LSD1_peak_17641	0	.	185	177	194	197	191	236	264	214
chr8	24357019	24357533	LSD1_peak_17642	0	.	59	96	74	44	61	82	90	88
chr8	24365449	24365546	LSD1_peak_17643	0	.	13	7	11	4	10	11	22	12
chr8	24367239	24367846	LSD1_peak_17644	0	.	40	58	75	76	53	102	79	97
chr8	24368308	24368638	LSD1_peak_17645	0	.	17	43	20	26	20	27	25	35
chr8	24370984	24371428	LSD1_peak_17646	0	.	55	70	64	74	50	68	80	114
chr8	24384494	24384673	LSD1_peak_17647	0	.	17	17	23	15	4	16	29	17
chr8	25000722	25001585	LSD1_peak_17648	0	.	67	95	113	98	110	134	132	111
chr8	25183914	25186334	LSD1_peak_17649	0	.	284	341	343	342	317	417	428	427
chr8	25188192	25188269	LSD1_peak_17650	0	.	12	4	13	15	11	10	20	18
chr8	25193004	25193907	LSD1_peak_17651	0	.	115	105	128	121	131	158	155	131
chr8	25195123	25195505	LSD1_peak_17652	0	.	37	40	20	22	28	42	35	30
chr8	25198303	25199724	LSD1_peak_17653	0	.	175	168	240	196	222	224	231	241
chr8	25200421	25200486	LSD1_peak_17654	0	.	6	13	9	8	9	3	14	11
chr8	25226778	25227279	LSD1_peak_17655	0	.	36	34	51	44	45	76	56	39
chr8	25234666	25235498	LSD1_peak_17656	0	.	149	131	117	128	125	142	115	131
chr8	25237219	25237909	LSD1_peak_17657	0	.	73	63	67	81	118	116	109	102
chr8	25238075	25240415	LSD1_peak_17658	0	.	351	387	371	428	416	419	473	433
chr8	25243215	25244193	LSD1_peak_17659	0	.	102	163	158	173	118	123	151	170
chr8	25348923	25349217	LSD1_peak_17660	0	.	37	31	41	34	44	61	24	42
chr8	25385113	25385605	LSD1_peak_17661	0	.	73	56	110	82	53	78	65	79
chr8	25457871	25458421	LSD1_peak_17662	0	.	46	54	52	40	36	60	72	51
chr8	25459464	25459490	LSD1_peak_17663	0	.	10	6	5	4	14	9	12	7
chr8	26046092	26046194	LSD1_peak_17664	0	.	4	12	5	14	12	20	9	6
chr8	26071282	26071565	LSD1_peak_17665	0	.	27	33	51	41	39	42	38	52
chr8	26133934	26134510	LSD1_peak_17666	0	.	86	112	168	101	151	160	108	96
chr8	26185135	26187840	LSD1_peak_17667	0	.	316	315	363	416	348	428	409	359
chr8	26212469	26213218	LSD1_peak_17668	0	.	85	103	134	185	130	151	135	119
chr8	26214213	26215687	LSD1_peak_17669	0	.	171	143	170	176	191	222	192	172
chr8	26265453	26266288	LSD1_peak_17670	0	.	126	136	148	163	187	164	159	126
chr8	26266552	26266713	LSD1_peak_17671	0	.	17	17	18	19	14	33	21	20
chr8	26266937	26267206	LSD1_peak_17672	0	.	29	28	35	45	30	67	35	24
chr8	26291222	26291331	LSD1_peak_17673	0	.	29	17	12	14	35	21	25	13
chr8	26291653	26291808	LSD1_peak_17674	0	.	29	9	20	13	23	15	13	17
chr8	26292704	26293078	LSD1_peak_17675	0	.	45	46	35	66	27	37	57	60
chr8	26382957	26382982	LSD1_peak_17676	0	.	12	15	17	14	6	10	12	21
chr8	26383217	26383646	LSD1_peak_17677	0	.	40	51	49	67	47	70	80	69
chr8	26384161	26384480	LSD1_peak_17678	0	.	26	36	33	25	41	55	18	40
chr8	26433015	26433228	LSD1_peak_17679	0	.	15	20	18	19	25	23	16	18
chr8	26437357	26438609	LSD1_peak_17680	0	.	147	192	177	200	194	214	260	201
chr8	26438621	26438731	LSD1_peak_17681	0	.	8	16	11	20	11	16	18	26
chr8	26440564	26440925	LSD1_peak_17682	0	.	32	35	49	26	40	54	42	43
chr8	26445905	26446304	LSD1_peak_17683	0	.	61	50	67	61	78	59	60	55
chr8	26449544	26449922	LSD1_peak_17684	0	.	39	36	43	36	46	56	66	41
chr8	26451496	26451855	LSD1_peak_17685	0	.	26	45	63	47	42	28	41	45
chr8	26467344	26467946	LSD1_peak_17686	0	.	60	49	63	45	117	101	107	78
chr8	26489324	26489549	LSD1_peak_17687	0	.	19	24	19	17	14	31	34	27
chr8	26571607	26572870	LSD1_peak_17688	0	.	126	168	211	218	217	264	240	188
chr8	26576526	26576915	LSD1_peak_17689	0	.	44	38	31	45	36	44	64	50
chr8	26577144	26577699	LSD1_peak_17690	0	.	80	98	102	71	54	96	61	82
chr8	26577994	26579235	LSD1_peak_17691	0	.	204	160	190	201	241	250	214	233
chr8	26589340	26589968	LSD1_peak_17692	0	.	83	82	109	107	86	123	101	117
chr8	26593002	26593270	LSD1_peak_17693	0	.	47	40	51	34	51	43	36	32
chr8	26593973	26596601	LSD1_peak_17694	0	.	286	370	417	377	324	352	419	420
chr8	26598877	26599541	LSD1_peak_17695	0	.	48	54	84	92	99	91	84	78
chr8	26608329	26608569	LSD1_peak_17696	0	.	14	23	29	40	30	24	45	42
chr8	26609095	26610381	LSD1_peak_17697	0	.	198	227	184	221	244	246	237	233
chr8	26610850	26611921	LSD1_peak_17698	0	.	142	93	104	129	110	154	129	129
chr8	26617607	26617784	LSD1_peak_17699	0	.	15	17	26	30	29	21	21	18
chr8	26628543	26630160	LSD1_peak_17700	0	.	190	168	184	176	218	221	217	212
chr8	26743971	26744176	LSD1_peak_17701	0	.	6	20	55	32	28	30	42	29
chr8	27025460	27025940	LSD1_peak_17702	0	.	74	72	125	94	88	94	65	99
chr8	27283798	27284336	LSD1_peak_17703	0	.	63	79	100	122	83	107	118	117
chr8	27292339	27292643	LSD1_peak_17704	0	.	23	40	19	41	50	40	38	32
chr8	27312092	27312484	LSD1_peak_17705	0	.	28	21	19	36	33	45	43	45
chr8	27324803	27325353	LSD1_peak_17706	0	.	36	45	51	62	73	63	59	81
chr8	27325576	27328747	LSD1_peak_17707	0	.	408	485	607	546	403	595	612	536
chr8	27332625	27335219	LSD1_peak_17708	0	.	413	393	652	552	529	685	661	602
chr8	27348286	27348740	LSD1_peak_17709	0	.	62	40	64	61	78	78	60	67
chr8	27351261	27352378	LSD1_peak_17710	0	.	101	98	159	144	165	140	172	184
chr8	27357502	27357826	LSD1_peak_17711	0	.	37	35	66	87	50	56	36	42
chr8	27362207	27362522	LSD1_peak_17712	0	.	35	36	47	24	51	65	55	36
chr8	27378296	27379613	LSD1_peak_17713	0	.	142	155	224	223	168	236	195	195
chr8	27384124	27384835	LSD1_peak_17714	0	.	85	70	92	101	111	107	97	116
chr8	27388901	27389213	LSD1_peak_17715	0	.	27	22	21	20	24	27	43	35
chr8	27389807	27390463	LSD1_peak_17716	0	.	58	73	61	83	94	118	114	80
chr8	27400143	27400406	LSD1_peak_17717	0	.	28	22	61	49	45	54	39	21
chr8	27404829	27405413	LSD1_peak_17718	0	.	57	95	74	91	74	108	120	101
chr8	27408142	27408463	LSD1_peak_17719	0	.	17	42	31	32	19	16	35	44
chr8	27408694	27409805	LSD1_peak_17720	0	.	112	129	230	218	197	230	249	218
chr8	27774666	27774956	LSD1_peak_17721	0	.	12	22	26	32	38	46	41	34
chr8	27827715	27828092	LSD1_peak_17722	0	.	48	64	90	109	86	103	74	82
chr8	27890712	27891305	LSD1_peak_17723	0	.	57	38	68	65	74	67	96	74
chr8	27962806	27963381	LSD1_peak_17724	0	.	62	82	97	73	95	127	92	121
chr8	28317009	28318128	LSD1_peak_17725	0	.	93	107	127	112	134	106	149	161
chr8	28338343	28340136	LSD1_peak_17726	0	.	195	255	268	256	298	295	326	272
chr8	28342323	28343537	LSD1_peak_17727	0	.	134	179	213	240	208	248	234	227
chr8	28344435	28345535	LSD1_peak_17728	0	.	161	164	229	286	204	237	252	245
chr8	28346147	28348594	LSD1_peak_17729	0	.	271	237	225	275	241	363	322	349
chr8	28363685	28364368	LSD1_peak_17730	0	.	96	82	155	115	100	110	102	139
chr8	28366357	28366679	LSD1_peak_17731	0	.	22	28	33	48	26	28	35	56
chr8	28367046	28368145	LSD1_peak_17732	0	.	129	101	140	145	155	139	134	163
chr8	28371125	28372003	LSD1_peak_17733	0	.	79	116	126	125	91	131	108	127
chr8	28374818	28375176	LSD1_peak_17734	0	.	36	35	30	39	21	44	56	34
chr8	28386119	28387343	LSD1_peak_17735	0	.	149	152	191	127	130	201	151	141
chr8	28388089	28388637	LSD1_peak_17736	0	.	55	47	61	80	65	88	60	111
chr8	28401348	28401904	LSD1_peak_17737	0	.	68	96	99	83	111	144	138	127
chr8	28411577	28411881	LSD1_peak_17738	0	.	22	49	47	25	40	51	64	59
chr8	28421679	28422323	LSD1_peak_17739	0	.	29	32	53	38	67	96	83	90
chr8	28442449	28443294	LSD1_peak_17740	0	.	96	113	172	187	129	217	131	156
chr8	28444346	28444588	LSD1_peak_17741	0	.	14	14	17	28	14	34	22	28
chr8	28444824	28445148	LSD1_peak_17742	0	.	18	13	33	38	40	59	59	53
chr8	28464453	28464589	LSD1_peak_17743	0	.	21	14	15	13	29	30	28	13
chr8	28467631	28468516	LSD1_peak_17744	0	.	106	118	165	191	138	148	139	148
chr8	28468694	28468751	LSD1_peak_17745	0	.	3	10	3	11	9	4	14	4
chr8	28469127	28469470	LSD1_peak_17746	0	.	15	23	36	55	39	38	50	31
chr8	28494204	28495715	LSD1_peak_17747	0	.	184	196	182	172	167	168	192	239
chr8	28616992	28617449	LSD1_peak_17748	0	.	93	86	94	87	99	88	72	102
chr8	28700817	28701899	LSD1_peak_17749	0	.	147	132	141	151	155	156	191	137
chr8	28708026	28708572	LSD1_peak_17750	0	.	46	60	104	100	100	86	65	93
chr8	28773287	28773874	LSD1_peak_17751	0	.	57	94	76	89	112	163	63	98
chr8	28777067	28778215	LSD1_peak_17752	0	.	146	145	188	155	145	227	154	174
chr8	28782174	28782457	LSD1_peak_17753	0	.	24	28	23	43	54	66	40	34
chr8	28890181	28891038	LSD1_peak_17754	0	.	133	134	124	134	149	183	204	173
chr8	29264732	29265105	LSD1_peak_17755	0	.	43	23	72	79	47	93	89	52
chr8	29284151	29284612	LSD1_peak_17756	0	.	36	40	101	91	102	119	82	60
chr8	29289491	29290005	LSD1_peak_17757	0	.	36	38	80	74	80	108	73	44
chr8	29350793	29351212	LSD1_peak_17758	0	.	35	45	42	33	65	62	29	32
chr8	29419987	29420326	LSD1_peak_17759	0	.	31	41	51	52	69	59	42	54
chr8	29529629	29530240	LSD1_peak_17760	0	.	60	51	80	72	60	74	96	83
chr8	29614659	29614946	LSD1_peak_17761	0	.	35	32	46	32	28	38	38	46
chr8	29633975	29634051	LSD1_peak_17762	0	.	12	10	12	17	22	15	23	10
chr8	29634694	29635594	LSD1_peak_17763	0	.	123	115	173	129	141	201	158	180
chr8	29637430	29638122	LSD1_peak_17764	0	.	75	115	183	191	164	206	133	159
chr8	29641069	29642123	LSD1_peak_17765	0	.	166	176	117	136	170	196	120	131
chr8	29749117	29749547	LSD1_peak_17766	0	.	49	45	45	41	36	51	56	73
chr8	29767001	29768108	LSD1_peak_17767	0	.	140	167	206	192	159	224	197	207
chr8	29770463	29770711	LSD1_peak_17768	0	.	27	18	50	50	36	40	47	23
chr8	29771788	29774924	LSD1_peak_17769	0	.	526	576	665	619	560	743	743	660
chr8	29775155	29775272	LSD1_peak_17770	0	.	15	14	16	14	13	10	25	10
chr8	29775554	29775736	LSD1_peak_17771	0	.	20	25	32	26	25	26	32	26
chr8	29884924	29885029	LSD1_peak_17772	0	.	17	23	15	18	19	20	10	16
chr8	29999783	30000188	LSD1_peak_17773	0	.	12	22	15	14	14	17	34	37
chr8	30059631	30060163	LSD1_peak_17774	0	.	26	48	77	46	75	77	81	42
chr8	30081867	30082362	LSD1_peak_17775	0	.	56	38	54	60	62	96	76	70
chr8	30082613	30083501	LSD1_peak_17776	0	.	85	99	140	131	129	154	186	122
chr8	30090310	30091439	LSD1_peak_17777	0	.	97	147	138	158	160	177	162	183
chr8	30092541	30092657	LSD1_peak_17778	0	.	12	9	13	4	8	8	2	13
chr8	30095121	30096931	LSD1_peak_17779	0	.	187	185	207	198	212	165	228	235
chr8	30112848	30113489	LSD1_peak_17780	0	.	82	78	155	138	103	78	139	163
chr8	30133522	30134102	LSD1_peak_17781	0	.	71	75	121	119	81	126	71	90
chr8	30156046	30156147	LSD1_peak_17782	0	.	11	8	17	29	22	24	14	21
chr8	30156396	30156907	LSD1_peak_17783	0	.	68	66	53	66	75	82	88	79
chr8	30157198	30157600	LSD1_peak_17784	0	.	32	42	60	44	60	64	52	58
chr8	30324419	30324692	LSD1_peak_17785	0	.	49	33	50	45	37	55	48	50
chr8	30655666	30656468	LSD1_peak_17786	0	.	102	80	193	117	110	195	133	117
chr8	30656833	30658183	LSD1_peak_17787	0	.	139	159	158	196	208	159	170	193
chr8	30719853	30720477	LSD1_peak_17788	0	.	55	73	87	143	122	123	100	80
chr8	30722350	30723797	LSD1_peak_17789	0	.	161	114	196	188	154	183	213	166
chr8	30723992	30724993	LSD1_peak_17790	0	.	106	98	134	144	177	128	131	131
chr8	30725748	30727158	LSD1_peak_17791	0	.	142	182	270	284	215	237	248	286
chr8	30727338	30727862	LSD1_peak_17792	0	.	54	73	68	89	67	95	80	100
chr8	30727912	30727985	LSD1_peak_17793	0	.	25	22	16	26	38	37	37	24
chr8	30743604	30743653	LSD1_peak_17794	0	.	8	5	8	16	3	4	15	8
chr8	30911204	30912305	LSD1_peak_17795	0	.	165	133	156	145	166	149	126	198
chr8	30920473	30920907	LSD1_peak_17796	0	.	58	29	25	41	55	54	67	63
chr8	30923285	30924551	LSD1_peak_17797	0	.	158	197	233	224	174	264	251	282
chr8	30968933	30970430	LSD1_peak_17798	0	.	242	255	225	191	209	263	294	280
chr8	32330868	32332116	LSD1_peak_17799	0	.	106	119	132	174	121	192	167	125
chr8	32361439	32361978	LSD1_peak_17800	0	.	55	75	123	65	84	76	78	99
chr8	32486695	32488152	LSD1_peak_17801	0	.	123	165	194	229	227	267	205	214
chr8	32571686	32573208	LSD1_peak_17802	0	.	192	193	224	242	257	262	252	225
chr8	32574848	32576104	LSD1_peak_17803	0	.	149	141	204	204	217	279	258	202
chr8	33471857	33472057	LSD1_peak_17804	0	.	10	22	31	30	19	29	22	20
chr8	33472631	33473169	LSD1_peak_17805	0	.	57	95	102	80	76	136	130	100
chr8	33482970	33483184	LSD1_peak_17806	0	.	31	25	55	46	32	37	29	24
chr8	33513947	33514562	LSD1_peak_17807	0	.	53	84	69	75	75	92	90	75
chr8	33514861	33515172	LSD1_peak_17808	0	.	18	27	39	45	48	27	53	42
chr8	33524593	33525415	LSD1_peak_17809	0	.	101	102	181	126	131	165	115	109
chr8	33532981	33534803	LSD1_peak_17810	0	.	191	236	330	292	236	332	290	335
chr8	33536767	33537437	LSD1_peak_17811	0	.	58	38	65	58	54	84	75	84
chr8	33553936	33555448	LSD1_peak_17812	0	.	188	228	277	281	219	250	299	293
chr8	33556251	33556689	LSD1_peak_17813	0	.	26	38	29	52	25	38	73	34
chr8	33565455	33565873	LSD1_peak_17814	0	.	23	30	49	43	42	44	48	56
chr8	33566167	33567141	LSD1_peak_17815	0	.	134	202	142	169	153	172	229	194
chr8	33864222	33865233	LSD1_peak_17816	0	.	91	105	158	142	133	136	150	111
chr8	33865694	33866060	LSD1_peak_17817	0	.	10	20	20	33	33	22	49	31
chr8	33867059	33867536	LSD1_peak_17818	0	.	44	70	92	55	65	65	78	73
chr8	34837524	34838145	LSD1_peak_17819	0	.	48	71	87	99	85	96	75	113
chr8	34840527	34841335	LSD1_peak_17820	0	.	142	129	165	211	142	167	126	115
chr8	35361666	35362252	LSD1_peak_17821	0	.	49	45	77	43	70	74	75	80
chr8	36445455	36445820	LSD1_peak_17822	0	.	55	53	51	39	45	83	61	47
chr8	36483932	36484335	LSD1_peak_17823	0	.	52	39	59	67	66	91	57	78
chr8	36498952	36499922	LSD1_peak_17824	0	.	124	126	124	135	117	168	144	137
chr8	36502682	36503703	LSD1_peak_17825	0	.	131	197	233	251	257	301	183	183
chr8	36981781	36982411	LSD1_peak_17826	0	.	85	71	152	102	134	145	101	123
chr8	37307430	37308294	LSD1_peak_17827	0	.	157	85	104	117	134	116	116	95
chr8	37320865	37321486	LSD1_peak_17828	0	.	49	56	81	102	79	90	81	86
chr8	37361381	37361545	LSD1_peak_17829	0	.	20	36	55	36	29	36	26	38
chr8	37401472	37402364	LSD1_peak_17830	0	.	134	151	168	131	140	172	192	204
chr8	37532630	37533456	LSD1_peak_17831	0	.	71	72	119	107	127	124	77	80
chr8	37544278	37544487	LSD1_peak_17832	0	.	19	22	18	26	22	23	38	29
chr8	37551192	37551809	LSD1_peak_17833	0	.	70	56	118	95	96	141	110	99
chr8	37552124	37552240	LSD1_peak_17834	0	.	12	11	4	6	8	6	5	20
chr8	37573416	37573578	LSD1_peak_17835	0	.	11	19	8	6	9	5	9	22
chr8	37573924	37575412	LSD1_peak_17836	0	.	133	188	225	215	237	251	266	214
chr8	37589386	37589743	LSD1_peak_17837	0	.	46	55	77	51	51	47	74	72
chr8	37591153	37592119	LSD1_peak_17838	0	.	123	123	236	244	184	213	237	217
chr8	37691630	37691741	LSD1_peak_17839	0	.	16	12	15	22	33	21	21	19
chr8	37695408	37696070	LSD1_peak_17840	0	.	69	90	112	93	85	123	138	112
chr8	37703328	37703737	LSD1_peak_17841	0	.	47	59	46	53	64	101	81	74
chr8	37737328	37737900	LSD1_peak_17842	0	.	78	98	83	145	89	150	124	111
chr8	37785830	37786692	LSD1_peak_17843	0	.	51	70	64	59	101	131	64	70
chr8	37790661	37791239	LSD1_peak_17844	0	.	26	72	52	57	42	55	59	70
chr8	37791377	37793627	LSD1_peak_17845	0	.	282	276	277	295	374	344	283	270
chr8	37793649	37793695	LSD1_peak_17846	0	.	4	4	8	10	8	7	6	9
chr8	37804338	37804803	LSD1_peak_17847	0	.	29	28	41	36	20	36	42	52
chr8	37821516	37821790	LSD1_peak_17848	0	.	18	55	36	31	36	43	54	29
chr8	37821924	37823501	LSD1_peak_17849	0	.	184	204	268	239	218	227	278	249
chr8	37873652	37874371	LSD1_peak_17850	0	.	75	64	103	92	100	101	102	90
chr8	37880213	37882475	LSD1_peak_17851	0	.	388	369	496	454	453	493	541	530
chr8	37882687	37882934	LSD1_peak_17852	0	.	31	27	35	39	39	35	30	39
chr8	37882960	37883553	LSD1_peak_17853	0	.	69	95	96	84	61	95	86	65
chr8	37891621	37892415	LSD1_peak_17854	0	.	76	92	188	141	132	153	143	156
chr8	37892738	37892998	LSD1_peak_17855	0	.	34	22	29	21	26	41	57	24
chr8	37896943	37902481	LSD1_peak_17856	0	.	712	853	893	1075	911	1161	1136	1022
chr8	37903194	37903382	LSD1_peak_17857	0	.	21	15	15	26	22	16	23	30
chr8	37903718	37904112	LSD1_peak_17858	0	.	34	43	34	49	31	32	59	50
chr8	37905176	37906806	LSD1_peak_17859	0	.	164	225	179	220	240	277	211	201
chr8	37948721	37949188	LSD1_peak_17860	0	.	42	67	74	82	96	99	86	56
chr8	38030260	38031621	LSD1_peak_17861	0	.	144	165	203	224	218	262	243	286
chr8	38134263	38135526	LSD1_peak_17862	0	.	198	243	243	295	213	219	319	213
chr8	38139200	38139409	LSD1_peak_17863	0	.	21	20	26	30	26	15	27	22
chr8	38150263	38151625	LSD1_peak_17864	0	.	186	212	219	251	201	241	263	204
chr8	38177476	38177743	LSD1_peak_17865	0	.	39	27	28	43	33	46	52	40
chr8	38177792	38178755	LSD1_peak_17866	0	.	118	93	115	137	118	147	129	146
chr8	38181568	38182979	LSD1_peak_17867	0	.	126	176	159	198	175	186	196	207
chr8	38231654	38232100	LSD1_peak_17868	0	.	47	52	40	48	57	30	77	69
chr8	38381110	38381402	LSD1_peak_17869	0	.	28	43	45	39	24	26	45	75
chr8	38381940	38382262	LSD1_peak_17870	0	.	35	35	28	40	31	48	38	30
chr8	38382471	38383307	LSD1_peak_17871	0	.	142	96	116	80	124	133	185	137
chr8	38385337	38387164	LSD1_peak_17872	0	.	173	158	224	237	238	263	242	251
chr8	38406895	38407348	LSD1_peak_17873	0	.	24	40	23	57	56	42	59	53
chr8	38407671	38407921	LSD1_peak_17874	0	.	17	28	20	26	27	22	21	28
chr8	38431164	38431473	LSD1_peak_17875	0	.	33	43	51	81	62	63	32	66
chr8	38720893	38721438	LSD1_peak_17876	0	.	58	40	65	49	76	87	57	71
chr8	38770215	38770767	LSD1_peak_17877	0	.	68	77	132	92	110	148	110	152
chr8	38770782	38770817	LSD1_peak_17878	0	.	1	5	8	8	11	10	6	7
chr8	38803661	38803960	LSD1_peak_17879	0	.	28	35	22	28	17	34	34	40
chr8	38804563	38805933	LSD1_peak_17880	0	.	168	199	216	249	220	231	236	231
chr8	38864636	38864933	LSD1_peak_17881	0	.	31	23	38	25	38	55	29	39
chr8	38865112	38865985	LSD1_peak_17882	0	.	77	124	107	107	115	130	142	130
chr8	38900152	38901079	LSD1_peak_17883	0	.	82	110	140	108	145	139	134	120
chr8	38901360	38902360	LSD1_peak_17884	0	.	110	160	152	151	127	171	166	176
chr8	38936467	38937493	LSD1_peak_17885	0	.	137	123	193	163	167	205	223	216
chr8	38937675	38937915	LSD1_peak_17886	0	.	21	19	27	29	32	38	33	23
chr8	38943990	38944119	LSD1_peak_17887	0	.	5	19	10	13	19	10	19	21
chr8	38957141	38958143	LSD1_peak_17888	0	.	96	144	155	193	139	167	179	206
chr8	38997030	38997745	LSD1_peak_17889	0	.	57	79	118	71	68	77	152	99
chr8	38998117	39000047	LSD1_peak_17890	0	.	226	236	228	252	312	295	247	284
chr8	39002358	39003002	LSD1_peak_17891	0	.	69	97	72	66	61	88	75	42
chr8	39038204	39039394	LSD1_peak_17892	0	.	99	148	184	145	127	174	189	154
chr8	39939889	39940375	LSD1_peak_17893	0	.	57	43	80	72	67	91	53	79
chr8	39942701	39942991	LSD1_peak_17894	0	.	20	21	21	23	43	40	26	20
chr8	39943703	39944207	LSD1_peak_17895	0	.	49	77	99	68	102	109	59	75
chr8	39952063	39952441	LSD1_peak_17896	0	.	36	25	52	38	65	74	23	46
chr8	39971486	39972149	LSD1_peak_17897	0	.	55	59	78	74	69	99	84	55
chr8	40172797	40173459	LSD1_peak_17898	0	.	45	63	130	108	144	120	68	79
chr8	40199060	40199685	LSD1_peak_17899	0	.	44	44	32	67	57	73	80	67
chr8	40926598	40926962	LSD1_peak_17900	0	.	17	37	21	24	42	70	32	37
chr8	41250747	41251457	LSD1_peak_17901	0	.	80	85	156	186	122	185	128	132
chr8	41415673	41415702	LSD1_peak_17902	0	.	13	10	13	13	4	13	10	8
chr8	41489939	41490433	LSD1_peak_17903	0	.	40	53	75	54	46	85	112	76
chr8	41507846	41508851	LSD1_peak_17904	0	.	119	120	117	114	136	136	141	196
chr8	41544642	41545413	LSD1_peak_17905	0	.	90	105	159	155	112	114	112	139
chr8	41569770	41570125	LSD1_peak_17906	0	.	25	25	43	31	42	63	40	32
chr8	41577726	41578053	LSD1_peak_17907	0	.	35	38	29	36	27	25	44	36
chr8	41578369	41578708	LSD1_peak_17908	0	.	46	34	31	40	30	35	47	51
chr8	41579082	41579221	LSD1_peak_17909	0	.	25	12	16	16	13	6	9	16
chr8	41651430	41651624	LSD1_peak_17910	0	.	23	29	22	26	32	21	25	32
chr8	41663850	41664071	LSD1_peak_17911	0	.	26	21	46	51	35	42	33	40
chr8	41685325	41685875	LSD1_peak_17912	0	.	47	21	45	52	43	56	52	81
chr8	41792181	41792681	LSD1_peak_17913	0	.	82	96	147	104	84	127	104	98
chr8	42037661	42038114	LSD1_peak_17914	0	.	52	38	35	53	52	39	72	54
chr8	42051972	42052425	LSD1_peak_17915	0	.	115	82	85	114	90	141	114	106
chr8	42152588	42153063	LSD1_peak_17916	0	.	164	186	257	224	193	259	170	188
chr8	42153311	42153568	LSD1_peak_17917	0	.	33	27	28	33	30	46	40	33
chr8	42155161	42155435	LSD1_peak_17918	0	.	17	18	29	25	26	30	38	35
chr8	42175270	42175753	LSD1_peak_17919	0	.	36	71	58	62	37	67	53	77
chr8	42196088	42196216	LSD1_peak_17920	0	.	4	3	13	10	8	11	15	14
chr8	42216858	42217629	LSD1_peak_17921	0	.	97	116	149	96	114	168	158	149
chr8	42222894	42223495	LSD1_peak_17922	0	.	45	76	100	113	113	117	79	80
chr8	42249129	42249975	LSD1_peak_17923	0	.	77	78	130	113	114	137	123	125
chr8	42265861	42266492	LSD1_peak_17924	0	.	42	43	69	40	93	101	98	55
chr8	42271414	42271701	LSD1_peak_17925	0	.	29	47	47	38	33	44	50	27
chr8	42277172	42277558	LSD1_peak_17926	0	.	20	25	44	34	39	42	43	53
chr8	42279420	42279640	LSD1_peak_17927	0	.	24	33	18	23	13	17	21	25
chr8	42293023	42293599	LSD1_peak_17928	0	.	59	91	111	96	85	113	95	89
chr8	42330035	42330353	LSD1_peak_17929	0	.	57	42	71	41	63	62	40	50
chr8	42331177	42331859	LSD1_peak_17930	0	.	78	59	96	112	87	91	107	116
chr8	42338319	42338802	LSD1_peak_17931	0	.	54	67	72	93	63	90	71	62
chr8	42339240	42339585	LSD1_peak_17932	0	.	26	26	23	37	20	23	39	36
chr8	42345885	42347112	LSD1_peak_17933	0	.	127	116	135	138	126	180	177	136
chr8	42391586	42391759	LSD1_peak_17934	0	.	24	22	30	21	33	32	29	17
chr8	42392018	42392550	LSD1_peak_17935	0	.	55	67	62	52	77	93	78	75
chr8	42405812	42406874	LSD1_peak_17936	0	.	91	124	196	128	156	128	165	150
chr8	42407516	42407635	LSD1_peak_17937	0	.	13	3	4	15	13	22	21	18
chr8	42409573	42409919	LSD1_peak_17938	0	.	16	28	48	43	26	45	40	37
chr8	42412612	42413012	LSD1_peak_17939	0	.	51	56	65	58	57	51	87	56
chr8	42539645	42540112	LSD1_peak_17940	0	.	40	37	42	55	33	32	58	60
chr8	42540765	42541507	LSD1_peak_17941	0	.	91	113	119	111	91	85	105	126
chr8	42543143	42543723	LSD1_peak_17942	0	.	70	60	102	71	102	143	86	98
chr8	42555237	42555575	LSD1_peak_17943	0	.	45	64	37	46	39	78	80	66
chr8	42627836	42628115	LSD1_peak_17944	0	.	15	12	28	28	21	37	33	29
