Chr	start	stop	V4	V5	V6	M24C1_RUNX	M24C2_RUNX	M24D1_RUNX	M24D2_RUNX	M24G1_RUNX	M24G2_RUNX	M24Q1_RUNX	M24Q2_RUNX
chr8	67392981	67393375	RUNX_peak_2283	0	.	56	88	59	72	101	88	50	78
chr8	68361382	68361947	RUNX_peak_2284	0	.	114	167	93	106	186	128	95	111
chr8	70523954	70524065	RUNX_peak_2285	0	.	17	22	10	17	19	17	10	7
chr8	70775846	70776193	RUNX_peak_2286	0	.	100	93	42	68	136	140	70	79
chr8	71831315	71831546	RUNX_peak_2287	0	.	73	86	50	46	76	101	54	49
chr8	73877162	73877436	RUNX_peak_2288	0	.	34	73	40	52	84	70	56	61
chr8	74295773	74296486	RUNX_peak_2289	0	.	126	152	98	113	237	227	78	116
chr8	75157488	75157839	RUNX_peak_2290	0	.	76	45	66	62	121	103	42	86
chr8	75216889	75217488	RUNX_peak_2291	0	.	102	112	74	134	192	185	132	145
chr8	76545844	76546194	RUNX_peak_2292	0	.	33	63	38	58	81	84	49	70
chr8	76581290	76581945	RUNX_peak_2293	0	.	163	178	101	64	232	156	105	126
chr8	76617351	76617884	RUNX_peak_2294	0	.	93	152	66	106	183	138	119	143
chr8	80134389	80135343	RUNX_peak_2295	0	.	271	292	232	293	447	414	310	313
chr8	80136980	80137220	RUNX_peak_2296	0	.	40	30	26	32	56	45	31	61
chr8	80138716	80139154	RUNX_peak_2297	0	.	94	128	60	102	224	141	85	104
chr8	80296795	80297841	RUNX_peak_2298	0	.	362	387	297	343	528	438	387	431
chr8	81004317	81004903	RUNX_peak_2299	0	.	102	109	106	82	173	119	99	89
chr8	81093665	81094328	RUNX_peak_2300	0	.	114	122	104	143	161	117	110	133
chr8	81106697	81107020	RUNX_peak_2301	0	.	62	41	37	50	73	69	45	54
chr8	81141051	81141325	RUNX_peak_2302	0	.	44	41	39	60	89	78	46	28
chr8	81153926	81154499	RUNX_peak_2303	0	.	134	199	85	145	222	180	115	179
chr8	81226495	81227667	RUNX_peak_2304	0	.	176	239	150	196	276	188	175	191
chr8	84625688	84626233	RUNX_peak_2305	0	.	86	137	99	104	100	117	94	94
chr8	85245538	85246025	RUNX_peak_2306	0	.	125	180	133	128	236	172	157	151
chr8	89216443	89216485	RUNX_peak_2307	0	.	15	11	5	8	15	17	10	14
chr8	89984192	89984481	RUNX_peak_2308	0	.	89	93	86	61	120	91	80	68
chr8	90005687	90005979	RUNX_peak_2309	0	.	31	67	46	67	93	60	56	77
chr8	90231061	90231615	RUNX_peak_2310	0	.	96	143	137	179	221	180	167	179
chr8	91032033	91032354	RUNX_peak_2311	0	.	54	103	51	75	99	103	83	106
chr8	92524803	92525457	RUNX_peak_2312	0	.	211	234	123	105	220	207	179	140
chr8	93825961	93826064	RUNX_peak_2313	0	.	23	12	20	26	40	20	19	15
chr8	93846419	93846899	RUNX_peak_2314	0	.	101	122	91	123	132	163	122	143
chr8	93880338	93880588	RUNX_peak_2315	0	.	38	60	37	17	70	66	58	57
chr8	93936003	93936372	RUNX_peak_2316	0	.	60	61	46	54	133	104	55	59
chr8	94220540	94220746	RUNX_peak_2317	0	.	44	48	36	43	78	77	37	39
chr8	95087724	95087865	RUNX_peak_2318	0	.	54	103	50	54	95	102	45	76
chr8	95213527	95214080	RUNX_peak_2319	0	.	70	99	70	96	88	68	60	80
chr8	95792852	95793063	RUNX_peak_2320	0	.	59	59	48	29	68	72	40	49
chr8	96570521	96571556	RUNX_peak_2321	0	.	180	225	210	301	424	312	252	258
chr8	96620442	96621676	RUNX_peak_2322	0	.	378	485	344	380	562	462	337	369
chr8	96645336	96645904	RUNX_peak_2323	0	.	212	268	177	200	282	218	229	229
chr8	96760966	96761285	RUNX_peak_2324	0	.	71	91	49	71	76	71	67	58
chr8	96791150	96791683	RUNX_peak_2325	0	.	53	88	76	91	104	96	114	124
chr8	96853758	96854526	RUNX_peak_2326	0	.	123	150	104	174	265	213	161	171
chr8	96874228	96874555	RUNX_peak_2327	0	.	54	79	50	71	113	84	68	76
chr8	96888075	96888271	RUNX_peak_2328	0	.	35	71	61	78	92	111	60	58
chr8	97638437	97638680	RUNX_peak_2329	0	.	59	37	49	38	47	49	78	55
chr8	100437897	100438377	RUNX_peak_2330	0	.	94	78	45	90	140	103	90	79
chr8	101108856	101109200	RUNX_peak_2331	0	.	42	46	52	70	68	73	53	44
chr8	101137040	101137553	RUNX_peak_2332	0	.	167	291	165	199	304	242	175	190
chr8	101375353	101376415	RUNX_peak_2333	0	.	264	263	224	166	294	235	223	266
chr8	101515944	101516382	RUNX_peak_2334	0	.	120	165	97	93	151	158	123	108
chr8	101654824	101655517	RUNX_peak_2335	0	.	141	161	126	165	218	130	143	163
chr8	101690015	101690902	RUNX_peak_2336	0	.	263	361	206	216	385	259	279	316
chr8	101700645	101701858	RUNX_peak_2337	0	.	365	280	288	292	429	345	277	314
chr8	101702695	101703044	RUNX_peak_2338	0	.	61	63	43	59	87	54	63	85
chr8	102128412	102128748	RUNX_peak_2339	0	.	81	101	60	74	95	107	84	126
chr8	102196830	102197687	RUNX_peak_2340	0	.	278	404	294	341	466	403	317	393
chr8	102238571	102239025	RUNX_peak_2341	0	.	131	137	121	112	165	141	156	115
chr8	102412578	102412695	RUNX_peak_2342	0	.	28	11	21	30	19	22	20	18
chr8	102653774	102654556	RUNX_peak_2343	0	.	268	283	183	150	320	233	235	257
chr8	102795386	102795770	RUNX_peak_2344	0	.	71	45	53	46	76	46	89	98
chr8	102804768	102805306	RUNX_peak_2345	0	.	88	106	106	130	173	97	91	97
chr8	102806331	102807379	RUNX_peak_2346	0	.	318	315	250	173	360	255	314	281
chr8	102886857	102887400	RUNX_peak_2347	0	.	148	206	169	163	234	229	167	165
chr8	104278789	104279032	RUNX_peak_2348	0	.	81	99	26	39	126	74	50	32
chr8	104329916	104330160	RUNX_peak_2349	0	.	70	80	24	47	77	74	45	54
chr8	107305010	107305632	RUNX_peak_2350	0	.	118	175	89	135	206	209	138	165
chr8	110227799	110228087	RUNX_peak_2351	0	.	55	105	47	54	123	104	55	67
chr8	111468749	111469608	RUNX_peak_2352	0	.	152	129	188	232	268	176	179	205
chr8	111680691	111680943	RUNX_peak_2353	0	.	38	43	42	60	42	48	67	66
chr8	113890985	113891873	RUNX_peak_2354	0	.	169	195	132	180	255	246	172	223
chr8	113979320	113980051	RUNX_peak_2355	0	.	172	185	165	232	283	219	175	227
chr8	117881494	117881953	RUNX_peak_2356	0	.	168	256	84	138	262	240	162	238
chr8	118108799	118109153	RUNX_peak_2357	0	.	48	47	38	36	76	53	70	65
chr8	118190284	118190603	RUNX_peak_2358	0	.	40	52	52	55	51	56	52	41
chr8	118195998	118196173	RUNX_peak_2359	0	.	23	64	46	46	89	86	41	59
chr8	119641702	119642375	RUNX_peak_2360	0	.	123	147	113	135	218	187	117	132
chr8	119962389	119962682	RUNX_peak_2361	0	.	52	77	21	34	72	49	42	40
chr8	120749079	120749529	RUNX_peak_2362	0	.	44	43	102	75	71	67	70	76
chr8	120836319	120836880	RUNX_peak_2363	0	.	103	151	93	147	230	187	129	167
chr8	120857185	120857869	RUNX_peak_2364	0	.	181	169	139	182	258	190	172	189
chr8	121129692	121130210	RUNX_peak_2365	0	.	69	85	90	119	144	93	101	85
chr8	122134763	122135024	RUNX_peak_2366	0	.	36	80	39	65	94	106	65	72
chr8	122922490	122923083	RUNX_peak_2367	0	.	88	67	77	83	125	74	98	100
chr8	123395623	123396007	RUNX_peak_2368	0	.	77	60	68	81	118	63	79	95
chr8	123396383	123396694	RUNX_peak_2369	0	.	64	59	65	67	113	72	89	84
chr8	124195937	124196558	RUNX_peak_2370	0	.	129	155	108	139	168	146	126	160
chr8	124197485	124198273	RUNX_peak_2371	0	.	143	138	105	144	174	186	132	146
chr8	124242782	124242983	RUNX_peak_2372	0	.	40	59	18	41	95	85	23	41
chr8	124247211	124247905	RUNX_peak_2373	0	.	250	293	192	221	349	290	207	259
chr8	124545336	124545585	RUNX_peak_2374	0	.	39	46	33	75	62	76	58	68
chr8	124815210	124815647	RUNX_peak_2375	0	.	77	86	66	86	100	107	77	79
chr8	124847027	124848332	RUNX_peak_2376	0	.	190	233	251	265	335	262	245	245
chr8	124956008	124956428	RUNX_peak_2377	0	.	66	87	85	69	91	64	75	84
chr8	125188049	125188418	RUNX_peak_2378	0	.	69	120	35	56	136	104	75	92
chr8	125219614	125219897	RUNX_peak_2379	0	.	44	27	54	62	78	67	53	53
chr8	125430122	125430455	RUNX_peak_2380	0	.	102	132	90	127	158	139	143	146
chr8	125512828	125513335	RUNX_peak_2381	0	.	163	200	153	156	195	180	165	183
chr8	125528971	125529269	RUNX_peak_2382	0	.	41	64	47	61	89	70	62	74
chr8	125607699	125608383	RUNX_peak_2383	0	.	138	122	100	147	216	139	150	118
chr8	125941869	125942492	RUNX_peak_2384	0	.	143	190	169	205	332	319	178	163
chr8	127736043	127736066	RUNX_peak_2385	0	.	4	6	2	5	11	13	4	6
chr8	127917637	127917784	RUNX_peak_2386	0	.	38	57	34	40	65	49	56	35
chr8	128251046	128251784	RUNX_peak_2387	0	.	97	167	142	123	231	227	137	151
chr8	128973468	128973805	RUNX_peak_2388	0	.	92	60	56	93	113	51	72	72
chr8	129269457	129269656	RUNX_peak_2389	0	.	61	75	28	76	95	99	54	55
chr8	129545971	129549945	RUNX_peak_2390	0	.	867	777	829	1069	1511	1094	865	984
chr8	129550017	129550208	RUNX_peak_2391	0	.	33	33	22	47	75	49	47	54
chr8	129550538	129550717	RUNX_peak_2392	0	.	31	18	18	35	47	32	28	36
chr8	129581827	129582520	RUNX_peak_2393	0	.	124	161	155	189	314	243	189	159
chr8	129588352	129588405	RUNX_peak_2394	0	.	7	13	8	7	21	11	17	12
chr8	129590977	129593270	RUNX_peak_2395	0	.	661	635	645	834	1105	925	711	778
chr8	129665170	129668116	RUNX_peak_2396	0	.	627	654	705	818	1241	956	815	813
chr8	129678720	129679000	RUNX_peak_2397	0	.	47	46	23	48	78	62	52	45
chr8	129971873	129972005	RUNX_peak_2398	0	.	13	24	19	16	36	14	16	22
chr8	129995059	129995420	RUNX_peak_2399	0	.	62	86	59	74	143	130	76	87
chr8	130042363	130042687	RUNX_peak_2400	0	.	51	81	43	51	99	64	60	70
chr8	130206196	130206839	RUNX_peak_2401	0	.	115	119	110	135	197	144	89	114
chr8	130284617	130284886	RUNX_peak_2402	0	.	47	44	20	41	68	58	55	27
chr8	130348270	130348699	RUNX_peak_2403	0	.	64	62	68	95	86	46	64	101
chr8	130444718	130444922	RUNX_peak_2404	0	.	46	34	34	38	75	65	28	35
chr8	131816006	131817074	RUNX_peak_2405	0	.	308	294	317	366	410	403	290	383
chr8	132276126	132276936	RUNX_peak_2406	0	.	297	329	217	275	380	321	289	319
chr8	132325963	132326528	RUNX_peak_2407	0	.	142	130	90	97	147	126	119	135
chr8	133014921	133016075	RUNX_peak_2408	0	.	240	263	205	301	335	311	235	296
chr8	133060042	133060860	RUNX_peak_2409	0	.	105	120	107	132	211	190	147	136
chr8	133074670	133076297	RUNX_peak_2410	0	.	338	342	308	362	542	360	310	401
chr8	133082357	133082617	RUNX_peak_2411	0	.	48	55	37	49	66	92	49	66
chr8	133092176	133093460	RUNX_peak_2412	0	.	253	281	274	313	381	367	246	329
chr8	133129930	133130281	RUNX_peak_2413	0	.	80	97	62	80	133	127	74	62
chr8	133130364	133131091	RUNX_peak_2414	0	.	136	176	140	197	248	209	131	200
chr8	133217635	133218011	RUNX_peak_2415	0	.	74	82	75	73	105	51	77	93
chr8	133245489	133246547	RUNX_peak_2416	0	.	345	404	416	481	594	543	410	537
chr8	133297372	133297924	RUNX_peak_2417	0	.	115	200	99	130	166	128	114	137
chr8	133498333	133499830	RUNX_peak_2418	0	.	335	292	221	285	515	285	296	345
chr8	133526771	133526946	RUNX_peak_2419	0	.	29	64	32	41	55	60	45	31
chr8	133570352	133570660	RUNX_peak_2420	0	.	56	55	44	59	52	36	54	59
chr8	133572313	133572725	RUNX_peak_2421	0	.	88	72	86	66	94	96	96	93
chr8	133694166	133694491	RUNX_peak_2422	0	.	71	125	68	74	134	87	104	121
chr8	138191974	138192541	RUNX_peak_2423	0	.	128	201	135	163	252	205	146	199
chr8	138311122	138311593	RUNX_peak_2424	0	.	101	112	124	124	204	159	119	142
chr8	141002008	141002615	RUNX_peak_2425	0	.	150	238	169	159	264	186	175	209
chr8	141003056	141003855	RUNX_peak_2426	0	.	200	188	148	186	250	227	120	195
chr8	141035871	141036498	RUNX_peak_2427	0	.	195	276	183	133	296	180	201	223
chr8	141086154	141086669	RUNX_peak_2428	0	.	180	192	139	152	220	166	140	186
chr8	141093731	141094213	RUNX_peak_2429	0	.	66	48	67	66	85	50	80	69
chr8	141119455	141120127	RUNX_peak_2430	0	.	149	195	150	228	246	263	173	201
chr8	141120958	141121459	RUNX_peak_2431	0	.	114	119	80	89	163	129	117	123
chr8	141127743	141128249	RUNX_peak_2432	0	.	70	49	71	60	82	57	66	75
chr8	141128614	141128708	RUNX_peak_2433	0	.	18	17	18	15	14	15	26	15
chr8	141129755	141130306	RUNX_peak_2434	0	.	123	112	91	143	166	149	112	115
chr8	141206744	141207373	RUNX_peak_2435	0	.	189	157	142	139	204	179	140	153
chr8	141207702	141207841	RUNX_peak_2436	0	.	14	4	11	9	13	7	18	13
chr8	141208632	141209557	RUNX_peak_2437	0	.	281	287	251	247	376	325	326	297
chr8	141227803	141228379	RUNX_peak_2438	0	.	66	81	84	97	143	116	98	86
chr8	141239134	141240044	RUNX_peak_2439	0	.	193	173	281	215	262	252	228	243
chr8	141266041	141266439	RUNX_peak_2440	0	.	69	73	68	56	73	85	78	61
chr8	141326308	141326535	RUNX_peak_2441	0	.	31	9	36	19	46	40	17	23
chr8	141326601	141327894	RUNX_peak_2442	0	.	433	546	445	577	785	640	542	671
chr8	141402520	141403047	RUNX_peak_2443	0	.	96	127	79	79	130	111	114	118
chr8	141403797	141404116	RUNX_peak_2444	0	.	55	69	51	55	73	48	48	67
chr8	141417644	141417732	RUNX_peak_2445	0	.	8	10	11	20	14	24	9	12
chr8	142029133	142031327	RUNX_peak_2446	0	.	599	655	380	508	839	681	512	603
chr8	142040571	142042281	RUNX_peak_2447	0	.	715	924	506	558	1045	838	651	813
chr8	142201006	142201416	RUNX_peak_2448	0	.	86	91	44	66	111	98	87	102
chr8	143026312	143026499	RUNX_peak_2449	0	.	57	76	43	66	98	104	55	66
chr8	143337994	143338120	RUNX_peak_2450	0	.	28	20	19	7	40	23	17	27
chr8	143354746	143355185	RUNX_peak_2451	0	.	59	50	62	81	105	72	61	74
chr8	143548359	143548652	RUNX_peak_2452	0	.	59	59	54	48	93	83	50	63
chr8	143828848	143829621	RUNX_peak_2453	0	.	282	404	340	296	444	380	342	359
chr8	143936458	143936752	RUNX_peak_2454	0	.	110	153	76	68	135	123	90	113
chr8	143948514	143948723	RUNX_peak_2455	0	.	66	73	50	42	121	69	60	76
chr8	143978668	143978709	RUNX_peak_2456	0	.	14	24	8	15	19	23	20	22
chr8	144078442	144078656	RUNX_peak_2457	0	.	82	112	82	77	118	93	90	72
chr8	144508555	144509004	RUNX_peak_2458	0	.	139	118	125	136	149	122	173	129
chr8	144522297	144522768	RUNX_peak_2459	0	.	129	141	125	124	133	125	140	89
chr8	144787056	144787342	RUNX_peak_2460	0	.	44	50	59	40	55	67	43	46
chr9	749819	749992	RUNX_peak_2461	0	.	38	41	13	27	52	45	21	39
chr9	755978	756053	RUNX_peak_2462	0	.	4	5	14	19	13	7	10	15
chr9	899601	900256	RUNX_peak_2463	0	.	78	74	73	80	194	128	92	94
chr9	2583550	2583649	RUNX_peak_2464	0	.	21	18	12	14	36	20	18	18
chr9	4939131	4939558	RUNX_peak_2465	0	.	33	47	45	58	59	56	23	53
chr9	6412654	6413410	RUNX_peak_2466	0	.	137	222	151	138	247	184	189	142
chr9	6681448	6682002	RUNX_peak_2467	0	.	174	151	110	122	183	145	132	128
chr9	15422431	15422815	RUNX_peak_2468	0	.	64	75	63	79	74	107	101	88
chr9	15511053	15511255	RUNX_peak_2469	0	.	56	32	45	17	44	59	36	40
chr9	19380100	19380360	RUNX_peak_2470	0	.	53	64	51	56	96	76	52	43
chr9	25994336	25994928	RUNX_peak_2471	0	.	55	63	61	54	102	75	48	79
chr9	25999779	25999972	RUNX_peak_2472	0	.	23	46	13	30	34	43	36	22
chr9	27588957	27589064	RUNX_peak_2473	0	.	6	3	6	12	12	3	3	1
chr9	35647208	35647492	RUNX_peak_2474	0	.	33	38	38	35	41	45	46	24
chr9	36151937	36152201	RUNX_peak_2475	0	.	33	40	16	30	54	58	42	34
chr9	70419174	70419713	RUNX_peak_2476	0	.	84	94	57	96	107	74	97	95
chr9	70563603	70563808	RUNX_peak_2477	0	.	50	26	12	25	27	21	37	36
chr9	72443430	72443779	RUNX_peak_2478	0	.	51	76	44	41	87	62	40	59
chr9	73147969	73148082	RUNX_peak_2479	0	.	4	4	5	6	9	7	4	6
chr9	76576479	76576805	RUNX_peak_2480	0	.	44	46	19	45	60	39	35	65
chr9	76629441	76629994	RUNX_peak_2481	0	.	47	80	53	78	109	68	76	96
chr9	78103834	78104404	RUNX_peak_2482	0	.	60	74	55	97	112	105	37	83
chr9	79592968	79593214	RUNX_peak_2483	0	.	27	23	31	11	45	33	26	36
chr9	79593250	79593547	RUNX_peak_2484	0	.	34	38	25	32	35	24	47	33
chr9	81113504	81113960	RUNX_peak_2485	0	.	45	84	26	57	78	77	37	83
chr9	83980403	83980462	RUNX_peak_2486	0	.	6	21	7	9	17	6	11	23
chr9	83980671	83981051	RUNX_peak_2487	0	.	46	68	40	35	93	66	94	80
chr9	84371818	84371966	RUNX_peak_2488	0	.	23	24	24	27	69	26	14	34
chr9	85715937	85716194	RUNX_peak_2489	0	.	22	26	23	18	50	22	24	20
chr9	85743557	85743795	RUNX_peak_2490	0	.	25	32	29	21	45	39	25	32
chr9	85940759	85941419	RUNX_peak_2491	0	.	80	117	88	92	157	99	119	118
chr9	89037090	89037283	RUNX_peak_2492	0	.	27	35	13	19	28	31	25	44
chr9	90975910	90976490	RUNX_peak_2493	0	.	128	156	109	109	195	146	127	114
chr9	91163274	91163315	RUNX_peak_2494	0	.	10	12	7	9	28	13	10	17
chr9	91193163	91193597	RUNX_peak_2495	0	.	45	58	32	55	47	30	63	51
chr9	91193677	91194143	RUNX_peak_2496	0	.	59	65	66	35	70	90	70	63
chr9	93065228	93065421	RUNX_peak_2497	0	.	15	18	23	10	29	20	29	21
chr9	93098606	93098769	RUNX_peak_2498	0	.	22	45	18	22	66	42	31	26
chr9	95462729	95462936	RUNX_peak_2499	0	.	46	66	40	36	58	47	31	58
chr9	95875290	95876026	RUNX_peak_2500	0	.	243	205	157	191	321	234	236	208
chr9	96150372	96150374	RUNX_peak_2501	0	.	1	1	7	3	9	6	3	2
chr9	98120173	98120366	RUNX_peak_2502	0	.	15	31	23	34	36	31	42	38
chr9	98575633	98576078	RUNX_peak_2503	0	.	69	82	36	49	114	114	67	80
chr9	99041151	99041370	RUNX_peak_2504	0	.	35	22	17	17	32	23	47	32
chr9	99057857	99058311	RUNX_peak_2505	0	.	51	48	56	76	66	66	51	60
chr9	99819421	99819706	RUNX_peak_2506	0	.	40	24	37	30	65	48	43	43
chr9	104991065	104991809	RUNX_peak_2507	0	.	183	173	98	139	207	158	126	150
chr9	105006991	105007167	RUNX_peak_2508	0	.	17	16	24	30	29	17	20	22
chr9	105191568	105192260	RUNX_peak_2509	0	.	75	158	90	103	186	173	104	135
chr9	107866975	107867195	RUNX_peak_2510	0	.	25	47	28	38	46	62	41	42
chr9	108615223	108615643	RUNX_peak_2511	0	.	81	88	32	42	93	64	62	66
chr9	108784933	108785279	RUNX_peak_2512	0	.	78	77	63	48	92	68	41	64
chr9	109418723	109419478	RUNX_peak_2513	0	.	106	123	103	136	173	159	83	113
chr9	110156697	110157422	RUNX_peak_2514	0	.	63	81	62	52	100	69	71	89
chr9	110875235	110875582	RUNX_peak_2515	0	.	45	61	40	52	55	56	70	90
chr9	112012297	112012806	RUNX_peak_2516	0	.	30	56	60	40	66	50	81	67
chr9	112331030	112331134	RUNX_peak_2517	0	.	13	14	3	13	20	11	13	17
chr9	114372975	114373369	RUNX_peak_2518	0	.	63	60	41	40	55	58	67	73
chr9	114958183	114958998	RUNX_peak_2519	0	.	93	86	79	116	118	108	67	98
chr9	116549200	116549640	RUNX_peak_2520	0	.	52	67	71	76	86	79	63	88
chr9	120842521	120843223	RUNX_peak_2521	0	.	135	139	115	157	211	191	134	171
chr9	123638117	123638307	RUNX_peak_2522	0	.	18	37	14	18	31	40	19	26
chr9	124202632	124202798	RUNX_peak_2523	0	.	39	42	29	35	61	39	41	37
chr9	124216747	124217063	RUNX_peak_2524	0	.	42	76	39	52	71	83	77	58
chr9	124217827	124218034	RUNX_peak_2525	0	.	29	33	23	16	34	41	34	29
chr9	124218236	124218925	RUNX_peak_2526	0	.	122	139	70	119	163	75	128	112
chr9	124392201	124392389	RUNX_peak_2527	0	.	12	17	10	20	16	13	12	12
chr9	126470573	126471396	RUNX_peak_2528	0	.	148	220	96	162	230	242	183	196
chr9	127451118	127451733	RUNX_peak_2529	0	.	183	222	142	111	208	163	170	178
chr9	127519378	127519639	RUNX_peak_2530	0	.	34	69	14	24	76	58	34	21
chr9	129777180	129777622	RUNX_peak_2531	0	.	58	103	49	79	121	139	92	111
chr9	129888573	129888789	RUNX_peak_2532	0	.	28	40	30	38	56	73	43	41
chr9	130981280	130981552	RUNX_peak_2533	0	.	33	36	21	27	23	40	28	30
chr9	131256257	131256715	RUNX_peak_2534	0	.	48	78	48	58	91	69	65	78
chr9	132597142	132597347	RUNX_peak_2535	0	.	40	18	26	12	20	39	20	20
chr9	133856071	133856142	RUNX_peak_2536	0	.	7	10	10	2	8	5	4	5
chr9	134321115	134321827	RUNX_peak_2537	0	.	61	110	108	69	119	130	56	108
chr9	136059943	136060465	RUNX_peak_2538	0	.	55	72	69	92	96	106	48	106
chr9	136619707	136620132	RUNX_peak_2539	0	.	83	114	70	63	106	81	68	77
chr9	137030457	137031096	RUNX_peak_2540	0	.	103	116	131	124	130	108	89	122
chrX	1026304	1026729	RUNX_peak_2541	0	.	36	49	31	51	47	67	29	53
chrX	1223097	1223380	RUNX_peak_2542	0	.	44	65	48	48	58	42	47	31
chrX	1239692	1239955	RUNX_peak_2543	0	.	35	74	36	35	46	55	36	29
chrX	1269071	1269082	RUNX_peak_2544	0	.	1	2	0	7	2	2	5	8
chrX	1468385	1468661	RUNX_peak_2545	0	.	38	63	32	34	57	40	49	46
chrX	1504567	1504588	RUNX_peak_2546	0	.	9	14	12	13	15	4	2	16
chrX	1535674	1535993	RUNX_peak_2547	0	.	18	32	29	31	33	16	32	35
chrX	1537375	1537566	RUNX_peak_2548	0	.	20	32	24	36	22	27	23	20
chrX	1565278	1565524	RUNX_peak_2549	0	.	37	38	31	26	30	40	36	45
chrX	9463136	9463274	RUNX_peak_2550	0	.	22	37	13	10	16	21	23	28
chrX	12956356	12956531	RUNX_peak_2551	0	.	35	48	25	35	49	45	35	47
chrX	12975164	12975421	RUNX_peak_2552	0	.	23	15	18	13	25	25	25	32
chrX	12978090	12978529	RUNX_peak_2553	0	.	41	74	34	41	65	49	34	50
chrX	13734301	13734650	RUNX_peak_2554	0	.	36	62	25	33	41	46	22	34
chrX	19874961	19875136	RUNX_peak_2555	0	.	21	29	7	23	46	45	16	21
chrX	37746426	37746774	RUNX_peak_2556	0	.	38	35	54	34	42	24	39	68
chrX	37755166	37755354	RUNX_peak_2557	0	.	11	29	21	20	21	27	36	39
chrX	47630057	47630501	RUNX_peak_2558	0	.	44	52	38	30	54	52	68	47
chrX	48937007	48937492	RUNX_peak_2559	0	.	33	58	55	60	81	69	64	44
chrX	49166937	49167531	RUNX_peak_2560	0	.	100	110	97	50	95	78	85	99
chrX	65998023	65998269	RUNX_peak_2561	0	.	33	49	30	44	59	61	36	49
chrX	66012254	66012441	RUNX_peak_2562	0	.	12	30	13	19	36	42	23	17
chrX	66015181	66015509	RUNX_peak_2563	0	.	38	65	25	38	81	66	50	58
chrX	130082635	130083167	RUNX_peak_2564	0	.	51	80	39	50	94	63	35	73
chrX	153926772	153927219	RUNX_peak_2565	0	.	39	57	42	53	41	61	54	51
chrX	154717800	154718105	RUNX_peak_2566	0	.	33	38	31	52	40	47	35	26
